group_id,page_id,qa_id,question,answer,similarity_score,action,kept_qa_id
semantic-1170,64-504_heating-,64-504_heating--q10,What special tool is mentioned for straightening condenser cooling fins?,A special comb (component 1) is used to straighten bent cooling fins on the condenser.,0.975510835647583,kept,64-504_heating--q10
semantic-1170,64-503_heating-,64-503_heating--q11,What special tool is needed for straightening bent cooling fins on the condenser?,Special comb (1).,0.975510835647583,dropped,64-504_heating--q10
semantic-1170,64-507_heating-,64-507_heating--q06,What tool is recommended for straightening bent cooling fins on the condenser?,A special comb should be used to straighten bent cooling fins on condenser.,0.975510835647583,dropped,64-504_heating--q10
semantic-1171,65-151_radio-an,65-151_radio-an-q10,What tool is mentioned for tightening the nut?,A wrench is specified for tightening the nut.,0.9875287413597107,kept,65-151_radio-an-q10
semantic-1171,65-101_radio-an,65-101_radio-an-q07,What tool is specified for tightening the nut?,Tighten nut with wrench (1).,0.9875287413597107,dropped,65-151_radio-an-q10
semantic-1172,65-102_radio-an,65-102_radio-an-q01,What tool is needed to pry the cover strip out of clamps on the left door beam for two door cars?,A screwdriver is needed to pry the cover strip out of clamps on the left door beam.,0.9868521690368652,kept,65-102_radio-an-q01
semantic-1172,65-152_radio-an,65-152_radio-an-q01,What tool is used to pry the cover strip out of clamps on the left door beam for two door cars?,A screwdriver is used to pry the cover strip out of clamps on the left door beam.,0.9868521690368652,dropped,65-102_radio-an-q01
semantic-1173,65-102_radio-an,65-102_radio-an-q05,What is the difference in the cover strip removal procedure between two door and four door cars?,"For two door cars, pry cover strip out of clamps on left door beam only. For four door cars, pry cover strips out of clamps on left front and rear door beams.",0.9864978790283203,kept,65-102_radio-an-q05
semantic-1173,65-152_radio-an,65-152_radio-an-q06,What is the difference in cover strip removal between two door and four door cars?,"For two door cars, pry cover strip out of clamps on left door beam only. For four door cars, pry cover strips out of clamps on left front and rear door beams.",0.9864978790283203,dropped,65-102_radio-an-q05
semantic-1174,65-152_radio-an,65-152_radio-an-q10,What needs to be detached along the door beams for four door cars?,Detach B pillar trim at bottom and detach carpet along door beams.,0.9771134257316589,kept,65-152_radio-an-q10
semantic-1174,65-102_radio-an,65-102_radio-an-q07,What needs to be detached along the door beam for four door cars?,Detach carpet along door beams for four door cars.,0.9771134257316589,dropped,65-152_radio-an-q10
semantic-1175,65-303_radio-an,65-303_radio-an-q03,What does connection number 1 represent in the wire harness sketch?,Connection 1 is the connection for the control unit.,0.9314360022544861,kept,65-303_radio-an-q03
semantic-1175,65-305_radio-an,65-305_radio-an-q04,What does connection point 1 in the wire harness diagram represent?,Connection for cruise control.,0.9314360022544861,dropped,65-303_radio-an-q03
semantic-1176,65-91_radio-an,65-91_radio-an-q03,What does callout number 1 identify in the front speaker assembly diagram?,Callout number 1 identifies the end plate of door beam.,0.930715024471283,kept,65-91_radio-an-q03
semantic-1176,65-91_radio-an,65-91_radio-an-q11,What does callout number 5 identify in the speaker assembly diagram?,Callout number 5 identifies the mask.,0.930715024471283,dropped,65-91_radio-an-q03
semantic-1176,65-92_radio-an,65-92_radio-an-q03,What does callout number 1 indicate in the rear speaker assembly diagram?,Self-tapping screw,0.930715024471283,dropped,65-91_radio-an-q03
semantic-1177,65-94_radio-an,65-94_radio-an-q03,What is the part number referenced in the first diagram showing the cassette insertion?,The part number is 30 65 067.,0.9072611331939697,kept,65-94_radio-an-q03
semantic-1177,65-94_radio-an,65-94_radio-an-q04,What is the part number shown in the second diagram with the cassette holders?,The part number is 30 65 058.,0.9072611331939697,dropped,65-94_radio-an-q03
semantic-1178,72-00-index-a_equipmen,72-00-index-a_equipmen-q02,On which pages can I find the procedure for removing and installing the front seat belt?,The procedure for removing and installing the front seat belt can be found on pages 72-110.,0.906754195690155,kept,72-00-index-a_equipmen-q02
semantic-1178,72-00-index-a_equipmen,72-00-index-a_equipmen-q05,Where can I find the procedure for removing and installing the rear seat belt?,The procedure for removing and installing the rear seat belt can be found on pages 72-112.,0.906754195690155,dropped,72-00-index-a_equipmen-q02
semantic-1179,72-110_equipmen,72-110_equipmen-q01,What is the procedure number for removing and installing or replacing the front seat belt complete?,The procedure number is 72 11 030.,0.9327149987220764,kept,72-110_equipmen-q01
semantic-1179,72-113_equipmen,72-113_equipmen-q01,What is the procedure number for removing and installing or replacing the rear seat belt?,The procedure number is 72 11 102.,0.9327149987220764,dropped,72-110_equipmen-q01
semantic-1180,72-110_equipmen,72-110_equipmen-q08,What change was made to the washer configuration since 1985 models?,"Since 1985 models, washers 2 and 4 are omitted from the assembly.",0.9257659912109375,kept,72-110_equipmen-q08
semantic-1180,72-111_equipmen,72-111_equipmen-q04,What changed regarding the washers for models since 1985?,Since 1985 Models: Both washers (2 and 4) have been omitted.,0.9257659912109375,dropped,72-110_equipmen-q08
semantic-1181,72-112_equipmen,72-112_equipmen-q11,What is the final step for the automatic reel removal procedure?,"Unscrew the bolt and remove the automatic reel, then install with specified tightening torque.",0.9299823641777039,kept,72-112_equipmen-q11
semantic-1181,72-111_equipmen,72-111_equipmen-q11,What is the procedure for removing the automatic reel?,Unscrew bolt and remove automatic reel.,0.9299823641777039,dropped,72-112_equipmen-q11
semantic-1182,bmwtorquespecs-003,bmwtorquespecs-003-q03,What is the torque specification for an M5 thread with screw size 12.9?,10.0 Nm (ft. lbs.),0.9027968049049377,kept,bmwtorquespecs-003-q03
semantic-1182,bmwtorquespecs-003,bmwtorquespecs-003-q01,What is the torque specification for an M4 thread with screw size 8.8?,2.9 Nm (ft. lbs.),0.9027968049049377,dropped,bmwtorquespecs-003-q03
semantic-1183,bmwtorquespecs-003,bmwtorquespecs-003-q09,What document reference should I consult for the applicable range of tightening torques?,Extract from company standard BMW N 600 02.0,0.9683967232704163,kept,bmwtorquespecs-003-q09
semantic-1183,bmwtorquespecs-005,bmwtorquespecs-005-q04,What document should I refer to for the applicable range of tightening torques?,BMW N 600 02.0,0.9683967232704163,dropped,bmwtorquespecs-003-q09
semantic-1184,bmwtorquespecs-010,bmwtorquespecs-010-q08,What are the two thread types covered in this torque specification table?,M18 thread and M18x1.5 thread,0.9008156061172485,kept,bmwtorquespecs-010-q08
semantic-1184,bmwtorquespecs-004,bmwtorquespecs-004-q10,What are the two thread sizes covered in this torque specification table?,M6 thread and M7 thread,0.9008156061172485,dropped,bmwtorquespecs-010-q08
semantic-1185,bmwtorquespecs-012,bmwtorquespecs-012-q10,Which BMW engine types are listed for the S38/S14/M40/M42/M43/M44/M50/M41/M51/S50/S50 US main bearing screws?,S38/S14/M40/M42/M43/M44/M50/M41/M51/S50/S50 US engines using M10 screws,0.9293400645256042,kept,bmwtorquespecs-012-q10
semantic-1185,bmwtorquespecs-011,bmwtorquespecs-011-q07,Which engine types are listed for the S38/S14/M40/M42/M43/M44/M50/M41/M51/S50/S50 US main bearing screws?,S38/S14/M40/M42/M43/M44/M50/M41/M51/S50/S50 US,0.9293400645256042,dropped,bmwtorquespecs-012-q10
semantic-1186,bmwtorquespecs-045,bmwtorquespecs-045-q06,What is the specified protrusion measurement for short studs from the head?,88 ± 1.0 mm,0.9433515071868896,kept,bmwtorquespecs-045-q06
semantic-1186,bmwtorquespecs-045,bmwtorquespecs-045-q07,What is the protrusion measurement specification for long studs from the head?,98 ± 0.5 mm,0.9433515071868896,dropped,bmwtorquespecs-045-q06
semantic-1187,bmwtorquespecs-061,bmwtorquespecs-061-q10,What is the highest torque value specified in this Engine Electrical Equipment table?,16 Nm for the ground connections flange nut (2AZ),0.9565198421478271,kept,bmwtorquespecs-061-q10
semantic-1187,bmwtorquespecs-054,bmwtorquespecs-054-q08,What is the highest torque value shown in this Engine Electrical System table?,20 Nm (ft. lbs.),0.9565198421478271,dropped,bmwtorquespecs-061-q10
semantic-1188,bmwtorquespecs-062,bmwtorquespecs-062-q07,What are the column headers shown in this torque specification table?,"Type, Screw, Measure, and Unit.",0.9855351448059082,kept,bmwtorquespecs-062-q07
semantic-1188,bmwtorquespecs-107,bmwtorquespecs-107-q10,What are the column headers in the torque specification table?,"Type, Screw, Measure, Unit",0.9855351448059082,dropped,bmwtorquespecs-062-q07
semantic-1189,bmwtorquespecs-071,bmwtorquespecs-071-q10,What section of the service manual does this page cover?,"Section 13-4 Fuel delivery and metering system, specifically the Injection Pump Control receptacle",0.9674240350723267,kept,bmwtorquespecs-071-q10
semantic-1189,bmwtorquespecs-067,bmwtorquespecs-067-q08,What section of the service manual does this page belong to?,12 - 17 Engine Electrical System,0.9674240350723267,dropped,bmwtorquespecs-071-q10
semantic-1189,getrag-020,getrag-020-q06,What section of the service manual is this page from?,Getrag265:5_Rebuild_Shift section of the BMW E30 M3 Service Manual,0.9674240350723267,dropped,bmwtorquespecs-071-q10
semantic-1190,bmwtorquespecs-078,bmwtorquespecs-078-q10,What fuel system components are covered under section 13 81?,"Air intake valves, low-pressure and vacuum hoses",0.9201589226722717,kept,bmwtorquespecs-078-q10
semantic-1190,bmwtorquespecs-069,bmwtorquespecs-069-q09,Which fuel system components are covered under subsection 13.31?,Fuel Pump with Drive and Pipes,0.9201589226722717,dropped,bmwtorquespecs-078-q10
semantic-1191,bmwtorquespecs-080,bmwtorquespecs-080-q10,Which component uses a 516g screw type and has the lowest torque specification?,Holder of filler connection on body (3AZ) at 5 Nm,0.9052243828773499,kept,bmwtorquespecs-080-q10
semantic-1191,bmwtorquespecs-080,bmwtorquespecs-080-q05,Which component uses a 518g screw type and requires 3 Nm of torque?,Holder for filler connections on body (4AZ),0.9052243828773499,dropped,bmwtorquespecs-080-q10
semantic-1192,bmwtorquespecs-082,bmwtorquespecs-082-q07,Which components have a torque specification of 2 Nm?,"Electric connections on fuel pump (3AZ), plastic nut on cover for fuel pipes (6AZ), and hose clamps 10 - 16 mm dia. (7AZ)",0.9113574028015137,kept,bmwtorquespecs-082-q07
semantic-1192,bmwtorquespecs-096,bmwtorquespecs-096-q08,Which component has a torque specification of 25 Nm?,The retaining plate for reverse gear shaft on intermediate housing and M8x30 screws,0.9113574028015137,dropped,bmwtorquespecs-082-q07
semantic-1193,bmwtorquespecs-103,bmwtorquespecs-103-q06,How many different screw sizes are specified for hex screws in the transmission to engine section?,"There are three different hex screw sizes specified: M8, M10, and M12.",0.9658530950546265,kept,bmwtorquespecs-103-q06
